Postcode Sector,LSOA11CD,IMD_Decile,Latitude,Longitude
RM8 2,E01000073,2.0,51.54677296708693,0.1137646812730428
RM8 2,E01000074,2.0,51.5458495310749,0.1206939769275987
RM9 4,E01000074,2.0,51.5458495310749,0.1206939769275987
RM9 4,E01000075,2.0,51.543031850857695,0.1273642249756545
RM9 5,E01000075,2.0,51.543031850857695,0.1273642249756545
RM9 4,E01000076,2.0,51.54123835117007,0.120171806610094
RM8 2,E01000077,2.0,51.549604909933606,0.1258300079593436
RM8 3,E01000078,2.0,51.55219825392081,0.1324561618005995
RM9 5,E01000078,2.0,51.55219825392081,0.1324561618005995
RM9 5,E01000079,2.0,51.54641490078322,0.1384210191240272
RM9 5,E01000080,3.0,51.54807634703422,0.1318579020882627
RM9 5,E01000081,3.0,51.55021367598352,0.1385110655184724
RM8 3,E01000082,3.0,51.55446199306732,0.138596024193255
RM9 5,E01000082,3.0,51.55446199306732,0.138596024193255
RM8 3,E01000083,2.0,51.55352279322025,0.1283771395954282
RM109,E01000084,2.0,51.5398696404419,0.1451610299947618
RM9 5,E01000084,2.0,51.5398696404419,0.1451610299947618
RM9 6,E01000084,2.0,51.5398696404419,0.1451610299947618
RM109,E01000085,2.0,51.53789440118295,0.1503709162605346
RM9 6,E01000085,2.0,51.53789440118295,0.1503709162605346
RM109,E01000086,2.0,51.53685231166036,0.1458071073461265
RM9 6,E01000086,2.0,51.53685231166036,0.1458071073461265
RM109,E01000087,2.0,51.53005432586346,0.1501582010670278
RM9 6,E01000087,2.0,51.53005432586346,0.1501582010670278
RM109,E01000088,3.0,51.533847533036834,0.1555251881110207
RM109,E01000089,3.0,51.5306867041471,0.1603938308857404
RM109,E01000090,3.0,51.5212260225092,0.1545986227306797
IG110,E01000091,2.0,51.52722478807633,0.1088993110795457
IG110,E01000092,2.0,51.52690705273139,0.09812390186856
IG110,E01000093,1.0,51.52927436486732,0.102628261465878
IG110,E01000094,3.0,51.52355678855098,0.1155256505692054
IG110,E01000095,3.0,51.52633348510921,0.1348898658703565
